item,item_create,item_los,date
ツナチェダーバーガー,2,0,2023/9/21
悪魔のカレーパン,12,0,2023/9/21
とうもろこしクロックムッシュ,7,0,2023/9/21
明太ペペロンチーノフランス,2,0,2023/9/21
明太チーズオムレツサンド,0,0,2023/9/21
トマトとリコッタのタルティーヌ,3,0,2023/9/21
チョリソーとキャベツのタルティーヌ,0,0,2023/9/21
シラスとキノコのタルティーヌ,2,0,2023/9/21
夏野菜とチーズのタルティーヌ,5,0,2023/9/21
あんバタートースト,3,0,2023/9/21
ベリーとクリームチーズのハニートースト,4,0,2023/9/21
カボチャのクリームパン,4,0,2023/9/21
きな粉とくるみのあんバター,0,0,2023/9/21
ボストック,0,0,2023/9/21
チョコマフィン,6,0,2023/9/21
レモンカスタードマフ,3,0,2023/9/21
ストロベリーマフィン,5,0,2023/9/21
シャインマスカットのフルーツパイ,6,0,2023/9/21
シナモンロール,1,0,2023/9/21
レモンアールグレイのクロッフィン,0,0,2023/9/21
シュガーラスク,2,0,2023/9/21
シナモンラスク,0,0,2023/9/21
チョコラスク,2,0,2023/9/21
ストロベリーラスク,0,0,2023/9/21
ホワイトラスク,0,0,2023/9/21
極上プリン カップtak,6,0,2023/9/21
ほうじ茶プリン カッ,2,0,2023/9/21
極上プリン　ビン　Ta,3,0,2023/9/21
フレンチトーストtake,2,0,2023/9/21
バスクチーズtake,1,0,2023/9/21
冷やしパンケーキ,0,0,2023/9/21
冷やしパンケーキ　8,0,0,2023/9/21
プレーン 2斤,26,0,2023/9/22
純生 2斤,11,0,2023/9/22
栗　1斤,14,0,2023/9/22
柚子一斤,3,0,2023/9/22
ホイップバター,9,0,2023/9/22
天使のクロワッサン,10,0,2023/9/22
塩トリュフクロワッサン,12,0,2023/9/22
チョコレートクロワッサン,8,0,2023/9/22
ストロベリークロワッサン,0,0,2023/9/22
ホワイトチョコクロワッサン,0,0,2023/9/22
アーモンドダマンドクロワッサン,6,0,2023/9/22
アールグレイダマンドクロワッサン,4,0,2023/9/22
ほうじ茶ダマンドクロワッサン,3,0,2023/9/22
カボチャサラダクロワッサン,2,0,2023/9/22
板チョコバタークロワッサン,0,0,2023/9/22
ソーセージクロワッサン,7,0,2023/9/22
パストラミクロワッサン,1,0,2023/9/22
生ハムクロワッサン,0,0,2023/9/22
レモンとピスタチオのクロワッサン,0,0,2023/9/22
ささみカツバーガー,2,0,2023/9/22
アラビアータバーガー,6,0,2023/9/22
照り焼きチキンバーガ,4,0,2023/9/22
明太マヨコロッケバー,2,0,2023/9/22
シーザーサラダバーガ,0,0,2023/9/22
ツナチェダーバーガー,2,0,2023/9/22
悪魔のカレーパン,10,0,2023/9/22
とうもろこしクロックムッシュ,8,0,2023/9/22
明太ペペロンチーノフランス,4,0,2023/9/22
明太チーズオムレツサンド,0,0,2023/9/22
トマトとリコッタのタルティーヌ,3,0,2023/9/22
チョリソーとキャベツのタルティーヌ,2,0,2023/9/22
シラスとキノコのタルティーヌ,2,0,2023/9/22
夏野菜とチーズのタルティーヌ,5,0,2023/9/22
あんバタートースト,6,0,2023/9/22
ベリーとクリームチーズのハニートースト,1,0,2023/9/22
カボチャのクリームパン,8,0,2023/9/22
きな粉とくるみのあんバター,0,0,2023/9/22
ボストック,0,0,2023/9/22
チョコマフィン,7,0,2023/9/22
レモンカスタードマフ,8,0,2023/9/22
ストロベリーマフィン,6,0,2023/9/22
シャインマスカットのフルーツパイ,8,0,2023/9/22
シナモンロール,3,0,2023/9/22
レモンアールグレイのクロッフィン,0,0,2023/9/22
シュガーラスク,3,0,2023/9/22
シナモンラスク,0,0,2023/9/22
チョコラスク,5,0,2023/9/22
ストロベリーラスク,3,0,2023/9/22
ホワイトラスク,0,0,2023/9/22
極上プリン カップtak,12,0,2023/9/22
ほうじ茶プリン カッ,0,0,2023/9/22
極上プリン　ビン　Ta,0,0,2023/9/22
フレンチトーストtake,8,0,2023/9/22
バスクチーズtake,5,0,2023/9/22
冷やしパンケーキ,0,0,2023/9/22
冷やしパンケーキ　8,0,0,2023/9/22
プレーン 2斤,30,0,2023/9/23
純生 2斤,20,0,2023/9/23
栗　1斤,16,0,2023/9/23
柚子一斤,8,0,2023/9/23
ホイップバター,5,0,2023/9/23
天使のクロワッサン,14,0,2023/9/23
塩トリュフクロワッサン,20,0,2023/9/23
チョコレートクロワッサン,14,0,2023/9/23
ストロベリークロワッサン,5,0,2023/9/23
ホワイトチョコクロワッサン,4,0,2023/9/23
アーモンドダマンドクロワッサン,9,0,2023/9/23
アールグレイダマンドクロワッサン,7,0,2023/9/23
ほうじ茶ダマンドクロワッサン,3,0,2023/9/23
カボチャサラダクロワッサン,2,0,2023/9/23
板チョコバタークロワッサン,8,0,2023/9/23
ソーセージクロワッサン,12,0,2023/9/23
パストラミクロワッサン,1,0,2023/9/23
生ハムクロワッサン,2,0,2023/9/23
レモンとピスタチオのクロワッサン,0,0,2023/9/23
ささみカツバーガー,8,0,2023/9/23
アラビアータバーガー,8,0,2023/9/23
照り焼きチキンバーガ,8,0,2023/9/23
明太マヨコロッケバー,4,0,2023/9/23
シーザーサラダバーガ,0,0,2023/9/23
ツナチェダーバーガー,3,0,2023/9/23
悪魔のカレーパン,20,0,2023/9/23
とうもろこしクロックムッシュ,10,0,2023/9/23
明太ペペロンチーノフランス,6,0,2023/9/23
明太チーズオムレツサンド,0,0,2023/9/23
トマトとリコッタのタルティーヌ,8,0,2023/9/23
チョリソーとキャベツのタルティーヌ,5,0,2023/9/23
シラスとキノコのタルティーヌ,5,0,2023/9/23
夏野菜とチーズのタルティーヌ,8,0,2023/9/23
あんバタートースト,5,0,2023/9/23
ベリーとクリームチーズのハニートースト,4,0,2023/9/23
カボチャのクリームパン,12,0,2023/9/23
きな粉とくるみのあんバター,0,0,2023/9/23
ボストック,0,0,2023/9/23
チョコマフィン,7,0,2023/9/23
レモンカスタードマフ,8,0,2023/9/23
ストロベリーマフィン,5,0,2023/9/23
シャインマスカットのフルーツパイ,11,0,2023/9/23
シナモンロール,4,0,2023/9/23
レモンアールグレイのクロッフィン,0,0,2023/9/23
シュガーラスク,0,0,2023/9/23
シナモンラスク,0,0,2023/9/23
チョコラスク,0,0,2023/9/23
ストロベリーラスク,0,0,2023/9/23
ホワイトラスク,0,0,2023/9/23
極上プリン カップtak,28,0,2023/9/23
ほうじ茶プリン カッ,10,0,2023/9/23
極上プリン　ビン　Ta,3,0,2023/9/23
フレンチトーストtake,6,0,2023/9/23
バスクチーズtake,2,0,2023/9/23
冷やしパンケーキ,0,0,2023/9/23
冷やしパンケーキ　8,0,0,2023/9/23
プレーン 2斤,30,0,2023/9/24
純生 2斤,14,0,2023/9/24
栗　1斤,22,0,2023/9/24
柚子一斤,5,0,2023/9/24
ホイップバター,11,0,2023/9/24
天使のクロワッサン,28,0,2023/9/24
塩トリュフクロワッサン,12,0,2023/9/24
チョコレートクロワッサン,10,0,2023/9/24
ストロベリークロワッサン,4,0,2023/9/24
ホワイトチョコクロワッサン,4,0,2023/9/24
アーモンドダマンドクロワッサン,2,0,2023/9/24
アールグレイダマンドクロワッサン,3,0,2023/9/24
ほうじ茶ダマンドクロワッサン,4,0,2023/9/24
カボチャサラダクロワッサン,2,0,2023/9/24
板チョコバタークロワッサン,3,0,2023/9/24
ソーセージクロワッサン,10,0,2023/9/24
パストラミクロワッサン,2,0,2023/9/24
生ハムクロワッサン,2,0,2023/9/24
レモンとピスタチオのクロワッサン,0,0,2023/9/24
ささみカツバーガー,8,0,2023/9/24
アラビアータバーガー,8,0,2023/9/24
照り焼きチキンバーガ,8,0,2023/9/24
明太マヨコロッケバー,3,0,2023/9/24
シーザーサラダバーガ,0,0,2023/9/24
ツナチェダーバーガー,3,0,2023/9/24
悪魔のカレーパン,18,0,2023/9/24
とうもろこしクロックムッシュ,10,0,2023/9/24
明太ペペロンチーノフランス,6,0,2023/9/24
明太チーズオムレツサンド,0,0,2023/9/24
トマトとリコッタのタルティーヌ,8,0,2023/9/24
チョリソーとキャベツのタルティーヌ,4,0,2023/9/24
シラスとキノコのタルティーヌ,5,0,2023/9/24
夏野菜とチーズのタルティーヌ,4,0,2023/9/24
あんバタートースト,3,0,2023/9/24
ベリーとクリームチーズのハニートースト,6,0,2023/9/24
カボチャのクリームパン,6,0,2023/9/24
きな粉とくるみのあんバター,10,0,2023/9/24
ボストック,0,0,2023/9/24
チョコマフィン,7,0,2023/9/24
レモンカスタードマフ,8,0,2023/9/24
ストロベリーマフィン,5,0,2023/9/24
シャインマスカットのフルーツパイ,10,0,2023/9/24
シナモンロール,3,0,2023/9/24
レモンアールグレイのクロッフィン,0,0,2023/9/24
シュガーラスク,1,0,2023/9/24
シナモンラスク,0,0,2023/9/24
チョコラスク,0,0,2023/9/24
ストロベリーラスク,1,0,2023/9/24
ホワイトラスク,0,0,2023/9/24
極上プリン カップtak,18,0,2023/9/24
ほうじ茶プリン カッ,6,0,2023/9/24
極上プリン　ビン　Ta,5,0,2023/9/24
フレンチトーストtake,4,0,2023/9/24
バスクチーズtake,5,0,2023/9/24
冷やしパンケーキ,0,0,2023/9/24
冷やしパンケーキ　8,0,0,2023/9/24
プレーン 2斤,16,0,2023/9/25
純生 2斤,12,0,2023/9/25
栗　1斤,19,0,2023/9/25
柚子一斤,8,0,2023/9/25
ホイップバター,7,0,2023/9/25
天使のクロワッサン,18,0,2023/9/25
塩トリュフクロワッサン,8,0,2023/9/25
チョコレートクロワッサン,8,0,2023/9/25
ストロベリークロワッサン,3,0,2023/9/25
ホワイトチョコクロワッサン,2,0,2023/9/25
アーモンドダマンドクロワッサン,10,0,2023/9/25
アールグレイダマンドクロワッサン,3,0,2023/9/25
ほうじ茶ダマンドクロワッサン,1,0,2023/9/25
カボチャサラダクロワッサン,2,0,2023/9/25
板チョコバタークロワッサン,5,0,2023/9/25
ソーセージクロワッサン,7,0,2023/9/25
パストラミクロワッサン,0,0,2023/9/25
生ハムクロワッサン,1,0,2023/9/25
レモンとピスタチオのクロワッサン,0,0,2023/9/25
ささみカツバーガー,3,0,2023/9/25
アラビアータバーガー,4,0,2023/9/25
照り焼きチキンバーガ,2,0,2023/9/25
明太マヨコロッケバー,2,0,2023/9/25
シーザーサラダバーガ,0,0,2023/9/25
ツナチェダーバーガー,2,0,2023/9/25
悪魔のカレーパン,11,0,2023/9/25
とうもろこしクロックムッシュ,8,0,2023/9/25
明太ペペロンチーノフランス,4,0,2023/9/25
明太チーズオムレツサンド,0,0,2023/9/25
トマトとリコッタのタルティーヌ,3,0,2023/9/25
チョリソーとキャベツのタルティーヌ,2,0,2023/9/25
シラスとキノコのタルティーヌ,2,0,2023/9/25
夏野菜とチーズのタルティーヌ,4,0,2023/9/25
あんバタートースト,2,0,2023/9/25
ベリーとクリームチーズのハニートースト,4,0,2023/9/25
カボチャのクリームパン,5,0,2023/9/25
きな粉とくるみのあんバター,0,0,2023/9/25
ボストック,7,0,2023/9/25
チョコマフィン,7,0,2023/9/25
レモンカスタードマフ,6,0,2023/9/25
ストロベリーマフィン,7,0,2023/9/25
シャインマスカットのフルーツパイ,8,0,2023/9/25
シナモンロール,3,0,2023/9/25
レモンアールグレイのクロッフィン,0,0,2023/9/25
シュガーラスク,2,0,2023/9/25
シナモンラスク,0,0,2023/9/25
チョコラスク,4,0,2023/9/25
ストロベリーラスク,1,0,2023/9/25
ホワイトラスク,0,0,2023/9/25
極上プリン カップtak,17,0,2023/9/25
ほうじ茶プリン カッ,3,0,2023/9/25
極上プリン　ビン　Ta,1,0,2023/9/25
フレンチトーストtake,3,0,2023/9/25
バスクチーズtake,9,0,2023/9/25
冷やしパンケーキ,0,0,2023/9/25
冷やしパンケーキ　8,0,0,2023/9/25
プレーン 2斤,5,0,2023/9/26
純生 2斤,9,0,2023/9/26
栗　1斤,15,0,2023/9/26
柚子一斤,4,0,2023/9/26
ホイップバター,6,0,2023/9/26
天使のクロワッサン,15,0,2023/9/26
塩トリュフクロワッサン,9,0,2023/9/26
チョコレートクロワッサン,10,0,2023/9/26
ストロベリークロワッサン,2,0,2023/9/26
ホワイトチョコクロワッサン,2,0,2023/9/26
アーモンドダマンドクロワッサン,5,0,2023/9/26
アールグレイダマンドクロワッサン,3,0,2023/9/26
ほうじ茶ダマンドクロワッサン,2,0,2023/9/26
カボチャサラダクロワッサン,0,0,2023/9/26
板チョコバタークロワッサン,3,0,2023/9/26
ソーセージクロワッサン,5,0,2023/9/26
パストラミクロワッサン,1,0,2023/9/26
生ハムクロワッサン,1,0,2023/9/26
レモンとピスタチオのクロワッサン,0,0,2023/9/26
ささみカツバーガー,3,0,2023/9/26
アラビアータバーガー,2,0,2023/9/26
照り焼きチキンバーガ,1,0,2023/9/26
明太マヨコロッケバー,3,0,2023/9/26
シーザーサラダバーガ,0,0,2023/9/26
ツナチェダーバーガー,3,0,2023/9/26
悪魔のカレーパン,10,0,2023/9/26
とうもろこしクロックムッシュ,8,0,2023/9/26
明太ペペロンチーノフランス,2,0,2023/9/26
明太チーズオムレツサンド,0,0,2023/9/26
トマトとリコッタのタルティーヌ,3,0,2023/9/26
チョリソーとキャベツのタルティーヌ,2,0,2023/9/26
シラスとキノコのタルティーヌ,2,0,2023/9/26
夏野菜とチーズのタルティーヌ,4,0,2023/9/26
あんバタートースト,0,0,2023/9/26
ベリーとクリームチーズのハニートースト,0,0,2023/9/26
カボチャのクリームパン,2,0,2023/9/26
きな粉とくるみのあんバター,9,0,2023/9/26
ボストック,0,0,2023/9/26
チョコマフィン,6,0,2023/9/26
レモンカスタードマフ,6,0,2023/9/26
ストロベリーマフィン,2,0,2023/9/26
シャインマスカットのフルーツパイ,3,0,2023/9/26
シナモンロール,1,0,2023/9/26
レモンアールグレイのクロッフィン,0,0,2023/9/26
シュガーラスク,0,0,2023/9/26
シナモンラスク,0,0,2023/9/26
チョコラスク,0,0,2023/9/26
ストロベリーラスク,0,0,2023/9/26
ホワイトラスク,0,0,2023/9/26
極上プリン カップtak,10,0,2023/9/26
ほうじ茶プリン カッ,3,0,2023/9/26
極上プリン　ビン　Ta,0,0,2023/9/26
フレンチトーストtake,5,0,2023/9/26
バスクチーズtake,2,0,2023/9/26
冷やしパンケーキ,0,0,2023/9/26
冷やしパンケーキ　8,0,0,2023/9/26
プレーン 2斤,20,0,2023/9/27
純生 2斤,11,0,2023/9/27
栗　1斤,22,0,2023/9/27
柚子一斤,3,0,2023/9/27
ホイップバター,9,0,2023/9/27
天使のクロワッサン,11,0,2023/9/27
塩トリュフクロワッサン,12,0,2023/9/27
チョコレートクロワッサン,11,0,2023/9/27
ストロベリークロワッサン,4,0,2023/9/27
ホワイトチョコクロワッサン,1,0,2023/9/27
アーモンドダマンドクロワッサン,5,0,2023/9/27
アールグレイダマンドクロワッサン,6,0,2023/9/27
ほうじ茶ダマンドクロワッサン,0,0,2023/9/27
カボチャサラダクロワッサン,0,0,2023/9/27
板チョコバタークロワッサン,8,0,2023/9/27
ソーセージクロワッサン,7,0,2023/9/27
パストラミクロワッサン,2,0,2023/9/27
生ハムクロワッサン,2,0,2023/9/27
レモンとピスタチオのクロワッサン,0,0,2023/9/27
ささみカツバーガー,4,0,2023/9/27
アラビアータバーガー,6,0,2023/9/27
照り焼きチキンバーガ,2,0,2023/9/27
明太マヨコロッケバー,2,0,2023/9/27
シーザーサラダバーガ,0,0,2023/9/27
ツナチェダーバーガー,1,0,2023/9/27
悪魔のカレーパン,12,0,2023/9/27
とうもろこしクロックムッシュ,7,0,2023/9/27
明太ペペロンチーノフランス,4,0,2023/9/27
明太チーズオムレツサンド,0,0,2023/9/27
トマトとリコッタのタルティーヌ,4,0,2023/9/27
チョリソーとキャベツのタルティーヌ,3,0,2023/9/27
シラスとキノコのタルティーヌ,3,0,2023/9/27
夏野菜とチーズのタルティーヌ,6,0,2023/9/27
あんバタートースト,0,0,2023/9/27
ベリーとクリームチーズのハニートースト,0,0,2023/9/27
カボチャのクリームパン,6,0,2023/9/27
きな粉とくるみのあんバター,8,0,2023/9/27
ボストック,3,0,2023/9/27
チョコマフィン,7,0,2023/9/27
レモンカスタードマフ,6,0,2023/9/27
ストロベリーマフィン,1,0,2023/9/27
シャインマスカットのフルーツパイ,7,0,2023/9/27
シナモンロール,3,0,2023/9/27
レモンアールグレイのクロッフィン,0,0,2023/9/27
シュガーラスク,4,0,2023/9/27
シナモンラスク,0,0,2023/9/27
チョコラスク,0,0,2023/9/27
ストロベリーラスク,0,0,2023/9/27
ホワイトラスク,0,0,2023/9/27
極上プリン カップtak,13,0,2023/9/27
ほうじ茶プリン カッ,3,0,2023/9/27
極上プリン　ビン　Ta,0,0,2023/9/27
フレンチトーストtake,5,0,2023/9/27
バスクチーズtake,2,0,2023/9/27
冷やしパンケーキ,0,0,2023/9/27
冷やしパンケーキ　8,0,0,2023/9/27
プレーン 2斤,14,0,2023/9/28
純生 2斤,13,0,2023/9/28
栗　1斤,15,0,2023/9/28
柚子一斤,8,0,2023/9/28
ホイップバター,2,0,2023/9/28
天使のクロワッサン,12,0,2023/9/28
塩トリュフクロワッサン,8,0,2023/9/28
チョコレートクロワッサン,12,0,2023/9/28
ストロベリークロワッサン,4,0,2023/9/28
ホワイトチョコクロワッサン,4,0,2023/9/28
アーモンドダマンドクロワッサン,3,0,2023/9/28
アールグレイダマンドクロワッサン,7,0,2023/9/28
ほうじ茶ダマンドクロワッサン,3,0,2023/9/28
カボチャサラダクロワッサン,0,0,2023/9/28
板チョコバタークロワッサン,8,0,2023/9/28
ソーセージクロワッサン,8,0,2023/9/28
パストラミクロワッサン,1,0,2023/9/28
生ハムクロワッサン,2,0,2023/9/28
レモンとピスタチオのクロワッサン,0,0,2023/9/28
ささみカツバーガー,5,0,2023/9/28
アラビアータバーガー,5,0,2023/9/28
照り焼きチキンバーガ,5,0,2023/9/28
明太マヨコロッケバー,2,0,2023/9/28
シーザーサラダバーガ,0,0,2023/9/28
ツナチェダーバーガー,3,0,2023/9/28
悪魔のカレーパン,12,0,2023/9/28
とうもろこしクロックムッシュ,6,0,2023/9/28
明太ペペロンチーノフランス,4,0,2023/9/28
明太チーズオムレツサンド,0,0,2023/9/28
トマトとリコッタのタルティーヌ,3,0,2023/9/28
チョリソーとキャベツのタルティーヌ,2,0,2023/9/28
シラスとキノコのタルティーヌ,0,0,2023/9/28
夏野菜とチーズのタルティーヌ,4,0,2023/9/28
あんバタートースト,2,0,2023/9/28
ベリーとクリームチーズのハニートースト,1,0,2023/9/28
カボチャのクリームパン,4,0,2023/9/28
きな粉とくるみのあんバター,7,0,2023/9/28
ボストック,6,0,2023/9/28
チョコマフィン,9,0,2023/9/28
レモンカスタードマフ,6,0,2023/9/28
ストロベリーマフィン,5,0,2023/9/28
シャインマスカットのフルーツパイ,6,0,2023/9/28
シナモンロール,3,0,2023/9/28
レモンアールグレイのクロッフィン,0,0,2023/9/28
シュガーラスク,2,0,2023/9/28
シナモンラスク,0,0,2023/9/28
チョコラスク,0,0,2023/9/28
ストロベリーラスク,0,0,2023/9/28
ホワイトラスク,0,0,2023/9/28
極上プリン カップtak,21,0,2023/9/28
ほうじ茶プリン カッ,7,0,2023/9/28
極上プリン　ビン　Ta,3,0,2023/9/28
フレンチトーストtake,3,0,2023/9/28
バスクチーズtake,5,0,2023/9/28
冷やしパンケーキ,0,0,2023/9/28
冷やしパンケーキ　8,0,0,2023/9/28
プレーン 2斤,20,0,2023/9/29
純生 2斤,16,0,2023/9/29
栗　1斤,15,0,2023/9/29
柚子一斤,5,0,2023/9/29
ホイップバター,12,0,2023/9/29
天使のクロワッサン,12,0,2023/9/29
塩トリュフクロワッサン,7,0,2023/9/29
チョコレートクロワッサン,7,0,2023/9/29
ストロベリークロワッサン,4,0,2023/9/29
ホワイトチョコクロワッサン,1,0,2023/9/29
アーモンドダマンドクロワッサン,2,0,2023/9/29
アールグレイダマンドクロワッサン,6,0,2023/9/29
ほうじ茶ダマンドクロワッサン,2,0,2023/9/29
カボチャサラダクロワッサン,1,0,2023/9/29
板チョコバタークロワッサン,3,0,2023/9/29
ソーセージクロワッサン,7,0,2023/9/29
パストラミクロワッサン,0,0,2023/9/29
生ハムクロワッサン,0,0,2023/9/29
レモンとピスタチオのクロワッサン,0,0,2023/9/29
ささみカツバーガー,2,0,2023/9/29
アラビアータバーガー,6,0,2023/9/29
照り焼きチキンバーガ,6,0,2023/9/29
明太マヨコロッケバー,2,0,2023/9/29
シーザーサラダバーガ,0,0,2023/9/29
ツナチェダーバーガー,1,0,2023/9/29
悪魔のカレーパン,10,0,2023/9/29
とうもろこしクロックムッシュ,8,0,2023/9/29
明太ペペロンチーノフランス,4,0,2023/9/29
明太チーズオムレツサンド,0,0,2023/9/29
トマトとリコッタのタルティーヌ,4,0,2023/9/29
チョリソーとキャベツのタルティーヌ,2,0,2023/9/29
シラスとキノコのタルティーヌ,2,0,2023/9/29
夏野菜とチーズのタルティーヌ,2,0,2023/9/29
あんバタートースト,0,0,2023/9/29
ベリーとクリームチーズのハニートースト,3,0,2023/9/29
カボチャのクリームパン,8,0,2023/9/29
きな粉とくるみのあんバター,6,0,2023/9/29
ボストック,2,0,2023/9/29
チョコマフィン,6,0,2023/9/29
レモンカスタードマフ,6,0,2023/9/29
ストロベリーマフィン,2,0,2023/9/29
シャインマスカットのフルーツパイ,8,0,2023/9/29
シナモンロール,3,0,2023/9/29
レモンアールグレイのクロッフィン,0,0,2023/9/29
シュガーラスク,1,0,2023/9/29
シナモンラスク,0,0,2023/9/29
チョコラスク,0,0,2023/9/29
ストロベリーラスク,0,0,2023/9/29
ホワイトラスク,0,0,2023/9/29
極上プリン カップtak,11,0,2023/9/29
ほうじ茶プリン カッ,3,0,2023/9/29
極上プリン　ビン　Ta,2,0,2023/9/29
フレンチトーストtake,7,0,2023/9/29
バスクチーズtake,3,0,2023/9/29
冷やしパンケーキ,0,0,2023/9/29
冷やしパンケーキ　8,0,0,2023/9/29
プレーン 2斤,17,0,2023/9/30
純生 2斤,17,0,2023/9/30
栗　1斤,17,0,2023/9/30
柚子一斤,7,0,2023/9/30
ホイップバター,18,0,2023/9/30
天使のクロワッサン,12,0,2023/9/30
塩トリュフクロワッサン,19,0,2023/9/30
チョコレートクロワッサン,12,0,2023/9/30
ストロベリークロワッサン,4,0,2023/9/30
ホワイトチョコクロワッサン,4,0,2023/9/30
アーモンドダマンドクロワッサン,9,0,2023/9/30
アールグレイダマンドクロワッサン,6,0,2023/9/30
ほうじ茶ダマンドクロワッサン,7,0,2023/9/30
カボチャサラダクロワッサン,3,0,2023/9/30
板チョコバタークロワッサン,8,0,2023/9/30
ソーセージクロワッサン,10,0,2023/9/30
パストラミクロワッサン,1,0,2023/9/30
生ハムクロワッサン,1,0,2023/9/30
レモンとピスタチオのクロワッサン,0,0,2023/9/30
ささみカツバーガー,6,0,2023/9/30
アラビアータバーガー,6,0,2023/9/30
照り焼きチキンバーガ,3,0,2023/9/30
明太マヨコロッケバー,4,0,2023/9/30
シーザーサラダバーガ,5,0,2023/9/30
ツナチェダーバーガー,0,0,2023/9/30
悪魔のカレーパン,17,0,2023/9/30
とうもろこしクロックムッシュ,10,0,2023/9/30
明太ペペロンチーノフランス,5,0,2023/9/30
明太チーズオムレツサンド,8,0,2023/9/30
トマトとリコッタのタルティーヌ,3,0,2023/9/30
チョリソーとキャベツのタルティーヌ,0,0,2023/9/30
シラスとキノコのタルティーヌ,2,0,2023/9/30
夏野菜とチーズのタルティーヌ,4,0,2023/9/30
あんバタートースト,0,0,2023/9/30
ベリーとクリームチーズのハニートースト,2,0,2023/9/30
カボチャのクリームパン,4,0,2023/9/30
きな粉とくるみのあんバター,10,0,2023/9/30
ボストック,0,0,2023/9/30
チョコマフィン,8,0,2023/9/30
レモンカスタードマフ,8,0,2023/9/30
ストロベリーマフィン,3,0,2023/9/30
シャインマスカットのフルーツパイ,0,0,2023/9/30
シナモンロール,1,0,2023/9/30
レモンアールグレイのクロッフィン,0,0,2023/9/30
シュガーラスク,1,0,2023/9/30
シナモンラスク,0,0,2023/9/30
チョコラスク,0,0,2023/9/30
ストロベリーラスク,0,0,2023/9/30
ホワイトラスク,0,0,2023/9/30
極上プリン カップtak,16,0,2023/9/30
ほうじ茶プリン カッ,6,0,2023/9/30
極上プリン　ビン　Ta,3,0,2023/9/30
フレンチトーストtake,6,0,2023/9/30
バスクチーズtake,7,0,2023/9/30
冷やしパンケーキ,0,0,2023/9/30
冷やしパンケーキ　8,0,0,2023/9/30






